pmid	title	virus_name	virus_abbr	virus_family	virus_genus	host_phylum	host_class	host_common_name	host_association_method	discovery_context
11324818	DNA fragmentation, an indicator of apoptosis, in cultured black tiger shrimp Penaeus monodon infected with white spot sy	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11324819	Detection and quantification of infectious hypodermal and hematopoietic necrosis virus in penaeid shrimp by real-time PC	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11324819	Detection and quantification of infectious hypodermal and hematopoietic necrosis virus in penaeid shrimp by real-time PC	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11332281	Red swamp crawfish (Procambarus clarkii): an alternative experimental host in the study of white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
11407399	Histopathology and cytopathology of white spot syndrome virus (WSSV) in cultured Penaeus monodon from peninsular Malaysi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11407400	Studies on effective PCR screening strategies for white spot syndrome virus (WSSV) detection in Penaeus monodon brooders	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11410312	Purification and characterization of White Spot syndrome virus (WSSV) produced in an alternate host: crayfish, Cambarus 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11437657	White spot syndrome virus envelope protein VP28 is involved in the systemic infection of shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11463105	Transmission of white spot syndrome virus (WSSV) to Litopenaeus vannamei from infected cephalothorax, abdomen, or whole 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11474000	Detection and quantification of infectious hypodermal and hematopoietic necrosis virus and white spot virus in shrimp us	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11710550	Performance of WSSV-infected and WSSV-negative Penaeus monodon postlarvae in culture ponds.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11752723	Identification of VP19 and VP15 of white spot syndrome virus (WSSV) and glycosylation status of the WSSV major structura	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11775797	Experimental infection of white spot syndrome virus in freshwater crayfish Pacifastacus leniusculus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
11778701	Identification and phylogeny of a non-specific endonuclease gene of white spot syndrome virus of shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11797910	Risk factors associated with white spot syndrome virus infection in a Vietnamese rice-shrimp farming system.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11797911	Development and application of monoclonal antibodies for the detection of white spot syndrome virus of penaeid shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11797911	Development and application of monoclonal antibodies for the detection of white spot syndrome virus of penaeid shrimp.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11797911	Development and application of monoclonal antibodies for the detection of white spot syndrome virus of penaeid shrimp.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11797911	Development and application of monoclonal antibodies for the detection of white spot syndrome virus of penaeid shrimp.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11804423	A non-stop, single-tube, semi-nested PCR technique for grading the severity of white spot syndrome virus infections in P	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11821141	Problems and solutions with the design and execution of an epidemiological study of white spot disease in black tiger sh	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11853398	Identification of a nucleocapsid protein (VP35) gene of shrimp white spot syndrome virus and characterization of the mot	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
11883198	French scallops: a new host for ostreid herpesvirus-1.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
11908650	RAPD markers as predictors of infectious hypodermal and hematopoietic necrosis virus (IHHNV) resistance in shrimp (Litop	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
11961261	Identification and localization of a prawn white spot syndrome virus gene that encodes an envelope protein.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
12005239	Evidence for apoptosis correlated with mortality in the giant black tiger shrimp Penaeus monodon infected with yellow he	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12020794	Quantitative assay for measuring the Taura syndrome virus and yellow head virus load in shrimp by real-time RT-PCR using	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12020794	Quantitative assay for measuring the Taura syndrome virus and yellow head virus load in shrimp by real-time RT-PCR using	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12033710	Multiple viral infection in Penaeus monodon shrimp postlarvae in an Indian hatchery.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12033710	Multiple viral infection in Penaeus monodon shrimp postlarvae in an Indian hatchery.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12078987	Low sequence variation among isolates of infectious hypodermal and hematopoietic necrosis virus (IHHNV) originating from	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12093035	White spot syndrome virus (WSSV) PCR-positive Artemia cysts yield PCR-negative nauplii that fail to transmit WSSV when f	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12093036	Detection of white spot syndrome virus (WSSV) of shrimp by means of monoclonal antibodies (MAbs) specific to an envelope	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12093037	A syntenin-like protein with postsynaptic density protein (PDZ) domains produced by black tiger shrimp Penaeus monodon i	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12096122	Proteomic analysis of shrimp white spot syndrome viral proteins and characterization of a novel envelope protein VP466.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12113310	Estimation of prevalence of white spot syndrome virus (WSSV) by polymerase chain reaction in Penaeus monodon postlarvae 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12135792	Comparison of penaeid shrimp and insect parvoviruses suggests that viral transfers may occur between two distantly relat	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12135792	Comparison of penaeid shrimp and insect parvoviruses suggests that viral transfers may occur between two distantly relat	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12152899	Usefulness of dead shrimp specimens in studying the epidemiology of white spot syndrome virus (WSSV) and chronic bacteri	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12152907	Simultaneous detection of white spot syndrome virus (WSSV) and Taura syndrome virus (TSV) by multiplex reverse transcrip	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
12152907	Simultaneous detection of white spot syndrome virus (WSSV) and Taura syndrome virus (TSV) by multiplex reverse transcrip	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
12201653	Gene expression in haemocytes of kuruma prawn, Penaeus japonicus, in response to infection with WSSV by EST approach.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12202227	Chimeric polypeptide of thymidine kinase and thymidylate kinase of shrimp white spot syndrome virus: thymidine kinase ac	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12219976	Model of white spot syndrome virus (WSSV) epidemics in Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12240972	Monoclonal antibodies developed for sensitive detection and comparison of white spot syndrome virus isolates in India.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12270652	White spot syndrome virus and infectious hypodermal and hematopoietic necrosis virus simultaneous diagnosis by miniarray	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12270652	White spot syndrome virus and infectious hypodermal and hematopoietic necrosis virus simultaneous diagnosis by miniarray	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12359454	Transcriptional analysis of the DNA polymerase gene of shrimp white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12363087	Preliminary study on haemocyte response to white spot syndrome virus infection in black tiger shrimp Penaeus monodon.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12458745	A time-course study on the resistance of Penaeus japonicus induced by artificial infection with white spot syndrome viru	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
12466489	Genetic variation and immunohistochemical differences among geographic isolates of Taura syndrome virus of penaeid shrim	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
12490141	Detection of hepatopancreatic parvovirus (HPV) infection in Penaeus monodon using PCR-ELISA.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12490141	Detection of hepatopancreatic parvovirus (HPV) infection in Penaeus monodon using PCR-ELISA.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
12504569	Ribonucleotide reductase of shrimp white spot syndrome virus (WSSV): expression and enzymatic activity in a baculovirus/	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21216291	A double WAP domain-containing protein PmDWD from the black tiger shrimp Penaeus monodon is involved in the controlling 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21228759	White spot syndrome virus Orf514 encodes a bona fide DNA polymerase.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21241320	Studies on pathogenicity and prevalence of white spot syndrome virus in mud crab, Scylla serrata (Forskal), in Zhejiang 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21256868	Real-time target-specific detection of loop-mediated isothermal amplification for white spot syndrome virus using fluore	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21256868	Real-time target-specific detection of loop-mediated isothermal amplification for white spot syndrome virus using fluore	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21256869	Simultaneous and rapid detection of white spot syndrome virus and yellow head virus infection in shrimp with a dual immu	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21256869	Simultaneous and rapid detection of white spot syndrome virus and yellow head virus infection in shrimp with a dual immu	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21256870	Highly sensitive capacitive biosensor for detecting white spot syndrome virus in shrimp pond water.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21279409	Assessment of the roles of copepod Apocyclops royi and bivalve mollusk Meretrix lusoria in white spot syndrome virus tra	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21279409	Assessment of the roles of copepod Apocyclops royi and bivalve mollusk Meretrix lusoria in white spot syndrome virus tra	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
21310244	Epitope analysis of white spot syndrome virus of Penaeus monodon by in vivo neutralization assay employing a panel of mo	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21314910	Experimental infection of Pacific oyster Crassostrea gigas spat by ostreid herpesvirus 1: demonstration of oyster spat s	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
21314910	Experimental infection of Pacific oyster Crassostrea gigas spat by ostreid herpesvirus 1: demonstration of oyster spat s	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
21322006	C-type lectin from red swamp crayfish Procambarus clarkii participates in cellular immune response.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21322006	C-type lectin from red swamp crayfish Procambarus clarkii participates in cellular immune response.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
21324353	Class B scavenger receptor, Croquemort from kuruma shrimp Marsupenaeus japonicus: Molecular cloning and characterization	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21331893	Prevalence of three shrimp viruses in Zhejiang Province in 2008.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21331893	Prevalence of three shrimp viruses in Zhejiang Province in 2008.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21344755	[Development of rapid detection of infectious hypodermal and hematopoietic necrosis virus by loop-mediated isothermal am	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21344755	[Development of rapid detection of infectious hypodermal and hematopoietic necrosis virus by loop-mediated isothermal am	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21344755	[Development of rapid detection of infectious hypodermal and hematopoietic necrosis virus by loop-mediated isothermal am	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21345339	Double-stranded RNA against white spot syndrome virus (WSSV) vp28 or vp26 reduced susceptibility of Litopenaeus vannamei	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21347841	Inhibition of Taura syndrome virus replication in Litopenaeus vannamei through silencing the LvRab7 gene using double-st	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21347841	Inhibition of Taura syndrome virus replication in Litopenaeus vannamei through silencing the LvRab7 gene using double-st	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21347841	Inhibition of Taura syndrome virus replication in Litopenaeus vannamei through silencing the LvRab7 gene using double-st	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21362480	Regulation of shrimp PjCaspase promoter activity by WSSV VP38 and VP41B.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21364299	Transcriptional analysis for oral vaccination of recombinant viral proteins against white spot syndrome virus (WSSV) in 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21371503	Suppression substractive hybridisation (SSH) and real time PCR reveal differential gene expression in the Pacific cupped	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
21371503	Suppression substractive hybridisation (SSH) and real time PCR reveal differential gene expression in the Pacific cupped	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
21380757	The genome of Oryctes rhinoceros nudivirus provides novel insight into the evolution of nuclear arthropod-specific large	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21387988	Taura syndrome virus loads in Litopenaeus vannamei hemolymph following infection are related to differential mortality.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21392043	Effect of processing treatments on the white spot syndrome virus DNA in farmed shrimps (Penaeus monodon).	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21396955	Differential gene expression profile from haematopoietic tissue stem cells of red claw crayfish, Cherax quadricarinatus,	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
21402111	Complete nucleic acid sequence of Penaeus stylirostris densovirus (PstDNV) from India.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21411528	Cardiomyopathy syndrome of atlantic salmon (Salmo salar L.) is caused by a double-stranded RNA virus of the Totiviridae 	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
21414409	Shrimp laminin receptor binds with capsid proteins of two additional shrimp RNA viruses YHV and IMNV.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21414409	Shrimp laminin receptor binds with capsid proteins of two additional shrimp RNA viruses YHV and IMNV.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21414409	Shrimp laminin receptor binds with capsid proteins of two additional shrimp RNA viruses YHV and IMNV.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21414409	Shrimp laminin receptor binds with capsid proteins of two additional shrimp RNA viruses YHV and IMNV.	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21414409	Shrimp laminin receptor binds with capsid proteins of two additional shrimp RNA viruses YHV and IMNV.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21418636	Quantitative genetics of Taura syndrome resistance in Pacific white shrimp (Penaeus vannamei): a cure model approach.	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21448738	The RGD motif in VP31 of white spot syndrome virus is involved in cell adhesion.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21468935	Genotyping of white spot syndrome virus in Chinese cultured shrimp during 1998-1999.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21516971	Duplex real-time PCR for detection and quantification of monodon baculovirus (MBV) and hepatopancreatic parvovirus (HPV)	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21530577	Haemocyte protein expression profiling of scallop Chlamys farreri response to acute viral necrosis virus (AVNV) infectio	acute viral necrosis virus	AVNV	Nodaviridae	Alphanodavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21535050	Deciphering the DNA repair protein, Rad23 from kuruma shrimp Marsupenaeus japonicus: full-length cDNA cloning and charac	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21536139	Gene transfection and expression in the primary culture of crayfish hemocytes.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21544545	Identification of three immediate-early genes of white spot syndrome virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21549198	Gene profiling and characterization of arginine kinase-1 (MrAK-1) from freshwater giant prawn (Macrobrachium rosenbergii	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21590271	Protection of shrimp against white spot syndrome virus (WSSV) with β-1,3-D-glucan-encapsulated vp28-siRNA particles.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21600247	Detection of different variants of Ostreid Herpesvirus 1 in the Pacific oyster, Crassostrea gigas between 2008 and 2010.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21600247	Detection of different variants of Ostreid Herpesvirus 1 in the Pacific oyster, Crassostrea gigas between 2008 and 2010.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21614523	Prophenoloxidase activating enzyme-III from giant freshwater prawn Macrobrachium rosenbergii: characterization, expressi	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21619895	Detection of shrimp Taura syndrome virus by loop-mediated isothermal amplification using a designed portable multi-chann	taura syndrome virus	TSV	Dicistroviridae	Aparavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21624105	White spot syndrome virus (WSSV) concentrations in crustacean tissues: a review of data relevant to assess the risk asso	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
21635731	Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21635731	Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21648239	Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
21658452	White shrimp Litopenaeus vannamei immersed in seawater containing Sargassum hemiphyllum var. chinense powder and its ext	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21664929	Identification and cloning of a selenophosphate synthetase (SPS) from tiger shrimp, Penaeus monodon, and its transcripti	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
21669853	Parasitic crustaceans as vectors of viruses, with an emphasis on three penaeid viruses.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
